"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
-3.512938929,-3.864593843,-2.588114711,-1.70482505,-3.066176116,-3.489480661,-2.365956462,-3.01646202,-3.293362763,-0.613811141,-7.451725425,-4.496288194,-5.257643305,-2.48232026,-2.38416357,-2.623216058,-0.320701907,-3.621881907,-2.59917998,-3.572992841,-0.725973828,-1.537634805,-0.407352129,-3.663280779,-5.229734605,-1.261601968,-1.27535228,-0.269786679,-3.598914639,-4.905342493
-0.64028888,-3.333799092,-2.753767376,-1.311641623,-0.665733256,-1.676882728,-1.45760975,-1.086491497,-3.381375788,0.657860676,1.040543075,-2.877960713,-3.308370773,-2.573389239,-2.461947427,-1.958873283,-4.044095901,-1.556529584,-1.409666973,-2.267831532,-1.246835965,-5.753131142,-0.446707584,-2.416285706,-4.258169402,-2.03609339,-2.26784387,-2.745612533,-3.172778238,-2.000434061
-2.142287114,-1.561942851,-2.627849607,-1.185730551,-1.362091327,-0.646387412,-0.974496733,-0.53898715,-2.109425509,-0.873733293,-1.669130404,-1.314881093,-1.220890508,-1.176570424,-1.353795712,-1.160042231,-6.263517672,-2.493609133,-1.784141395,-1.432339248,-2.266844564,-4.821953209,-0.969990625,-2.90362382,-4.337522339,-1.332700995,-2.536163272,-3.015502953,-1.84533366,-2.053057365
-5.717531115,-4.363970572,-1.782005272,-1.270527664,-1.383062209,-1.702539937,-1.546828822,-1.820091539,-2.296944091,-2.347964492,-3.74137687,-2.506130318,-2.394211344,-2.314615223,-2.492861686,-2.119793803,-5.120890285,-3.166665841,-2.056463971,-2.632091981,-2.164953588,-3.485295828,-0.855810626,-1.49678221,-2.070205226,-1.725188415,-2.657596337,-1.084950853,-2.107551717,-0.312569926
-2.494674409,-2.603958762,-2.64904679,-0.767248328,-1.408135624,-2.740376777,-1.518989931,-1.908415944,-3.14904923,-0.366265453,-2.95917763,-2.195186591,-3.782061737,-1.658374425,-1.673875316,-2.470771494,-0.735699104,-1.906264869,-1.403408969,-1.930145448,-0.608814547,-2.183712319,-0.542099082,-2.302082222,-3.94739446,-0.985127555,-1.140982641,-0.835231056,-2.788192762,-2.617819809
2.190466025,-2.459865237,1.249121773,-1.272681193,-0.244291222,-1.094293343,-0.751712442,-0.296315684,-1.863131497,-0.851344432,-2.274348793,0.150585308,-3.962292344,-0.173502348,0.603453355,0.161219017,-0.971244964,-0.951455908,0.225910679,0.307958448,-1.366415977,-2.916085312,-2.621668022,-2.727359199,-2.515186087,-1.044904727,-2.482823711,-0.992838943,-0.693003152,-2.652344516
-4.933310949,-4.057612827,0.530054865,-0.762342473,-0.364934733,-1.658984215,-0.430278969,-0.403794879,-1.911250343,-0.615789609,-1.259796613,-0.451397933,-3.011419587,-0.867025633,-0.525303117,-0.936072417,-4.063609627,-1.607616594,-0.128813325,-0.692578144,-1.442799853,-3.754404773,-2.128506429,-3.599474798,-3.804343587,-0.925626171,-2.709343482,-1.661404247,-1.101152415,-1.116748415
-2.148336702,-3.630994959,-4.126891341,0.520431179,-1.666667016,0.087421493,0.446220399,0.095406876,-2.831269429,-1.518478116,-0.171591351,-0.035563785,-2.330434416,-0.24969445,-1.564663618,-0.917762385,-3.653488199,-0.644837307,-1.782586706,-0.464824775,-2.570033421,-5.216294459,1.323039921,-3.484185356,-5.162752102,-1.801621985,-2.364824948,-2.953913711,-4.160417851,0.360129426
-1.5145263,-0.053259037,-1.637025502,-0.770171669,-1.819454768,-1.185885092,-0.661672589,-0.882114439,-1.468207671,-1.445277776,-3.831375068,-0.816644772,-1.727039525,-0.112903161,-0.148661507,-0.21495351,-1.837096298,-2.54770709,-0.815687466,-0.503175521,-1.367087096,-0.493382788,-1.400060622,-2.582388343,-3.098786519,-0.874618076,-1.132021993,-0.732256665,-1.266547078,-3.402363398
-3.351528952,-4.373233449,-1.170330651,-1.028288149,-2.037914331,-2.061297007,-1.371836011,-1.733674093,-2.671628834,-1.283673077,-5.030484877,-4.215591285,-2.94275742,-3.17661579,-3.20471075,-2.831578102,-3.784089966,-4.66620736,-1.770790591,-3.632969983,-1.830588328,-1.045211368,-1.823900359,-3.80464832,-4.930185903,-1.148693156,-1.35246538,-0.884874023,-2.556711461,-3.245061321
-2.424639817,-0.55999628,-3.399552488,-1.585779672,-1.383809305,-1.166645402,-1.741865199,-1.438184904,-2.665323254,-1.15250577,-4.234478293,-2.813227108,-2.93293215,-2.164187138,-2.023252414,-1.848066921,-4.239429593,-2.965825893,-1.977259493,-2.509164949,-1.507316474,-2.913445301,-0.417221718,-0.46147586,-1.580687807,-1.668891975,-1.051855445,-1.391388744,-1.728990805,-3.165320065
-4.511445012,-1.680056767,-3.139741801,-1.198822745,-0.880814795,-1.029725728,-1.073709292,-0.696208787,-2.728170219,-0.949167962,-2.997989774,-2.050990655,-2.353589093,-2.777847505,-2.091452174,-2.285690808,-5.155298916,-4.098560778,-1.438054175,-2.738070773,-2.406405915,-3.935592862,-0.891751886,-2.856007271,-4.616003406,-0.974871991,-1.321572307,-2.607130541,-1.608986923,-3.526241598
-3.671373748,-1.45451304,-1.648739503,-1.547336644,-0.951168089,-1.902381635,-1.577392892,-1.320956885,-2.295721654,-2.351764829,-4.935847968,-1.864659228,-2.185515447,-2.324837965,-2.302591026,-2.645641199,-5.784101196,-3.028942017,-1.557978227,-2.157627439,-1.546532698,-1.913004306,-2.3837758,-1.234120482,-0.520389247,-1.064881278,-2.074171015,-1.579437202,-0.881824858,-1.26611782
-3.811688094,-1.351633671,-2.091663565,-1.201289298,0.607690103,-1.507549429,-1.011378231,-0.533769302,-2.278844791,-0.38449681,-1.516717893,0.929724075,-2.306534892,-1.087029872,-0.166955552,-1.782120626,-5.747302966,-0.189607328,-0.530383513,-0.354235375,-1.105717354,-4.664680979,-0.981911698,-4.211074811,-4.500930005,-0.323924916,-1.885546635,-2.760926034,-0.708744578,-0.680548431
-2.514737789,-1.595438995,-2.08197821,-0.582398009,-2.10381978,-1.246927511,-0.903276285,-1.208276549,-2.166959148,-2.666470929,-3.575746507,-2.636090697,-2.216358364,-1.737618775,-2.009333942,-1.266377953,-4.760307168,-3.590095885,-1.377430154,-2.021814595,-2.197382715,-0.500467928,-0.968304305,-1.1888235,-1.614612685,-1.477554139,-1.333319973,-0.260661027,-2.122357013,-3.189439294
-3.905132882,-1.80008527,-1.960306574,-1.235933606,-1.074240423,-1.514194282,-1.092125974,-1.068091667,-2.274588627,-1.475642118,-1.467392655,-1.928292815,-2.36598383,-2.038776638,-1.796802675,-1.240134974,-5.152756694,-2.423653057,-1.069026042,-1.830412643,-2.414251134,-3.603230148,-1.035655892,-1.959224506,-2.696232608,-1.734937459,-2.188163136,-1.396824996,-2.029261844,-2.612467497
-0.267400146,-2.471185905,-0.298541163,0.002289655,0.579748639,-0.639549287,0.722715448,0.713781593,-1.046061119,-1.405105983,-2.569745378,0.917235011,-3.113853154,0.436474874,0.874056402,1.416804023,3.014779088,1.25641952,0.323303287,1.257041894,-0.828973189,-3.590019902,0.130493982,-4.632344153,-4.952616636,-0.163226883,-1.743267131,-0.229090446,-1.085600319,-0.414028194
-3.893594277,-4.068673613,-0.856155237,-0.724978491,-1.740418589,-1.005045367,-0.392840492,-0.561652176,-1.909439968,-1.560115287,-1.17023209,-2.502536262,-2.528666562,-1.260718643,-1.443807885,-0.54963333,-4.335643103,-2.449209156,-0.833923012,-1.711309528,-2.424819589,-3.80260829,-1.344831632,-1.640552529,-2.598181347,-2.06544478,-2.340135617,-0.921597903,-2.281313356,-1.51521587
-3.627428227,-2.009279405,-2.398324797,-2.092512587,-0.958039458,-1.875173481,-1.574382707,-1.250842791,-2.616587142,-2.406683716,-2.693304806,-2.284344448,-2.327121233,-2.777554546,-2.419040115,-2.558314749,-5.725349927,-4.73515047,-1.771498284,-2.882812392,-2.103328252,-2.166830517,-1.088621268,-2.070853372,-2.625339704,-0.499903077,-2.390791522,-1.904944524,-1.917258928,-1.359794387
-4.736383363,-3.17908271,-2.961006524,-4.044814274,-0.92241436,-2.800060118,-3.648331623,-2.505770886,-3.399198183,-3.814128665,-7.235962495,-5.674714878,-4.458141152,-6.271818078,-5.566829086,-6.111935153,-12.271103039,-7.14971816,-3.898864559,-6.644924995,-1.341885146,-3.029879314,-2.828512902,-5.223313076,-6.94905425,-1.327737634,-2.533242203,-4.513238601,-2.619818994,-2.061504054
-6.194805797,-3.356761502,-2.706620907,-0.205005309,-2.473508457,-0.880024462,-0.086767454,-0.288140453,-2.183304292,-2.883236369,-4.073900798,-1.675356248,-0.922993511,-1.466504454,-1.669442025,-1.285896004,-6.381132888,-3.120107267,-1.875484632,-1.823836267,-3.929246633,-2.834826848,0.283988677,-1.432426079,-2.608097952,-1.086978026,-2.01142791,-1.448824539,-2.208436879,-1.001848163
-4.074802058,-5.295308682,-0.348933179,-1.34894754,-1.333634866,-2.903989502,-2.017117603,-2.471496681,-2.566693984,-1.181440175,-1.228837234,-2.781304392,-3.618190431,-1.534941745,-2.029146534,-2.64911041,-5.505910891,-1.767587971,-1.400164893,-2.057267858,-1.466385961,-5.303646557,-1.32556627,-0.15194804,-0.987744858,-1.98560625,-1.583651652,-0.897209296,-3.200507728,-0.878718563
-6.017395287,-2.147535757,0.140659779,-1.763519359,-0.849914219,-2.214571007,-1.766881211,-1.658274975,-2.301425547,-0.843679529,0.224323024,-3.024330875,-2.604805762,-3.772506357,-2.545241121,-2.984734106,-3.845755798,-5.349347346,-1.525007782,-3.646047811,-2.553869047,-1.781243802,0.121777666,-0.997052828,-2.808267497,0.037280129,-1.445389505,-1.051962302,-2.394247553,-1.619920185
-2.178873069,-3.908898986,-2.627708858,-2.788945641,-0.972843868,-2.456977806,-3.059878907,-2.873651436,-4.935233719,-1.786514285,-0.359809031,-5.42173548,-4.989602208,-4.869762457,-4.956369095,-5.235036044,-8.546290114,-6.653461516,-3.071611419,-5.755449109,0.151688712,-3.717165641,-0.486967361,-2.49859299,-4.937865649,-0.890972591,0.019030961,-2.905713588,-2.885533319,-0.056711673
-4.828337473,-6.93604922,-1.881879395,0.916116312,-0.846557899,0.015278297,1.014961121,0.634634014,-3.085614382,-1.770356807,-5.676135585,-3.497901607,-8.273900903,-0.934725698,-1.030479644,-1.13319453,-7.687985949,0.101225993,-1.674074271,-2.043046928,-4.68930329,-4.210092048,1.493642304,-0.188057939,-3.163835762,-1.631603883,-1.082418045,-1.208139255,0.480843436,-2.540784511
-6.035608799,-2.946637156,-2.178359959,-1.781293618,-0.779313619,-1.683030338,-1.555663447,-1.578594703,-2.020344493,-1.962873926,-4.76253777,-3.014986406,-6.856804561,-3.192062859,-3.166172085,-2.812281821,-5.665557511,-3.492213596,-2.221163736,-2.803117913,-2.232362837,-5.831771928,-2.964326388,-2.624956175,-2.016540695,-0.399882072,-3.974377194,-1.925767685,-0.524452524,-2.266158574
-3.274789673,-4.839558443,-2.185247926,-1.159062071,-1.474192127,-1.936739441,-1.331106267,-1.479858507,-3.060576548,-1.579473893,-7.781660856,-4.226823724,-8.791733615,-3.937574521,-3.368260005,-3.403883416,-5.965156809,-3.218740637,-2.844978493,-4.272230864,-2.140511705,-5.554303397,-1.071985284,-3.330968552,-5.642424529,-1.165672285,-2.617954436,-2.905820421,-1.236550069,-1.205976567
1.173928616,-1.030964332,0.189328115,0.379383536,-0.469151549,-3.030782319,-0.240326638,-2.406913793,-2.470572365,0.50731513,2.579209417,-1.834653644,-3.10556588,-0.028550249,0.46358554,-0.931876821,1.421555137,-1.14426141,0.64790702,-1.317875386,1.595682307,2.88221821,1.224930954,0.015082736,-2.825478039,0.243832005,2.925883915,1.924845427,0.871815827,-0.492228227
-4.047255197,-1.630024611,-1.085391393,-1.471216105,-0.415983361,-0.488273564,-1.093051122,-0.564748756,-1.967594525,-2.548685816,-0.643481578,-0.1258491,1.317081516,-0.817184555,-0.625003063,-0.369434965,-5.438529649,-1.824186439,-0.788877786,-0.848497808,-2.136618901,-1.14870281,-0.23191946,-1.765608355,-2.003895084,-1.476837962,-1.62854936,-1.049353715,-2.635676256,-1.784686552
-4.012279672,-3.460497829,-0.588047927,-1.720291071,-0.360270163,-2.053516751,-1.693346843,-1.725389355,-2.228559867,-1.585598323,-1.514391546,-2.498075066,-3.196561332,-1.880627328,-1.765648659,-1.721612913,-3.571983522,-3.09238373,-1.285470205,-2.34764493,-1.094591092,-4.644418949,-0.951048314,-1.613333121,-2.341353794,-1.330921438,-2.122347298,-0.977134261,-1.928957637,-0.331968402
-2.027497882,-2.58537876,-2.31824463,-1.781588691,-1.809004329,-1.760513985,-1.640844831,-1.257084832,-2.526323897,-2.430331258,-6.097016291,-2.376692804,-3.821398671,-2.913777835,-3.267546384,-3.113746279,-8.229286297,-2.774683428,-2.743964405,-2.833208777,-2.644048402,-3.712136527,-1.776379678,-3.681572873,-4.776319527,-2.012049034,-2.771629099,-3.21790531,-2.118806705,-5.329829054
-3.439399095,-2.180598163,1.49439434,-0.910137756,0.235815298,-1.261713594,-0.577846499,-1.197729218,-1.522516376,-1.184972496,0.547647471,-0.882260372,-4.672442557,-0.438091628,-0.465317397,-0.24859245,-1.567042163,-1.772413818,0.519032256,-0.693651174,-0.870785543,0.01273781,0.266284682,-1.66950711,-1.50837859,-1.034452367,-1.22026361,0.898401749,-0.602504612,0.758850549
0.945210446,-1.20887048,-1.293680626,-0.84310101,-0.56858513,-2.596370043,-1.104824087,-1.582216391,-2.653087294,0.605300313,-0.775853448,-0.224245234,-2.515321265,-0.506170473,-0.882648008,-0.634289666,-2.304744046,-0.099894209,-0.875111702,-0.489270511,-1.233302892,-2.8574644,-0.440583882,-3.378748796,-5.96377784,-1.578846981,-0.508592911,-1.290327622,-2.062960011,-1.514627838
-4.574250353,-3.132474132,0.107286985,-1.184315477,-0.865508437,-1.802580359,-1.178511955,-1.562916059,-2.271884767,-1.338206997,-2.450438511,-1.924803773,-4.467940558,-1.438536138,-1.557828204,-1.287882497,-2.149566593,-2.477730603,-1.01978295,-1.843612837,-1.037955434,-2.646246843,-0.582224174,-2.71475386,-3.379182955,-1.350042816,-2.122562024,-0.257278017,-1.57996542,-3.246467429
-2.964192733,-3.430691469,-0.448398181,-2.153315748,-0.442452092,-1.155543496,-1.685501906,-1.001684376,-1.804912861,-3.058400482,-2.791258449,-1.947870049,-1.324525785,-1.706820915,-1.298230849,-0.839986576,-6.801044787,-2.289624863,-1.493554714,-1.957175373,-2.910106586,-5.691897329,-1.540835691,-2.314233881,-1.222175403,-1.656855196,-2.829685526,-1.241489058,-2.499936517,-0.997687658
1.141853002,-1.900388397,0.173973742,-1.787659592,-0.372016362,-2.454146728,-1.862895465,-1.83796904,-1.567347766,-1.487664361,-0.066748496,-1.53375572,-0.8143554,-0.825394859,-1.254014101,-1.23638057,-2.761348701,-1.552945007,-0.992969889,-1.154324721,-0.613431202,-3.848271366,-0.84328981,-1.116914544,-1.243444143,-2.076720251,-1.217226591,-0.654215527,-1.969556538,-0.876820457
-2.474278896,-2.665602521,-0.352018593,-1.56411554,-0.718279481,-1.545708569,-1.363095004,-1.293159908,-1.706006048,-1.719217993,-1.33866123,-2.175619863,-3.009386443,-2.020998036,-1.936829315,-1.829914654,-4.501256592,-2.942156174,-1.070321263,-2.313059638,-1.592907845,-2.991543933,-0.732815955,-1.009985793,-0.558568925,-1.360483718,-2.102861696,-0.946868518,-1.163628091,-1.6685727
2.413925921,-0.070602912,-0.247211926,-0.302799471,-0.498981086,-1.908456068,-0.194845795,-1.230305043,0.162185545,-1.135671032,0.273225024,0.443305805,-2.058453526,1.356802037,0.409463129,-0.090094108,1.41803412,1.283948707,-0.292651239,1.038822367,0.345136758,-0.78914314,-0.463784144,-2.462231804,-4.043919788,-1.211861653,-0.477011704,0.502559354,-0.700689813,-3.218000002
-5.182512875,-1.936351777,-0.868570395,-1.056034401,-1.109358575,-1.163627453,-0.678396199,-0.917108713,-1.487954399,-1.616091879,-2.621689759,-2.367144824,-5.893334066,-2.077542343,-1.821915707,-1.816788288,-3.841044063,-3.031450434,-1.160612136,-2.34849076,-1.213142667,-3.025079355,-0.554683872,-1.451573132,-1.515591135,-1.151698604,-2.657757892,-0.809334976,-1.15820284,-2.956846547
-8.744344908,-1.961094947,-1.148253346,-2.790064404,-0.990634656,-0.179124768,-1.717928552,-0.408805713,-1.002242666,-3.052885421,-4.752316045,-2.944560041,-4.041188779,-3.395614949,-2.922763391,-2.402865303,-6.164975042,-3.904955986,-2.273314814,-3.315943739,-1.336126807,-5.52736812,-1.347835122,-1.586663859,-1.872762046,-0.889399074,-2.529516112,-2.636291278,-2.44352847,-2.533598516
-1.362696327,-3.46831766,0.102732934,-1.66912928,-0.433294292,-2.79480739,-1.988396101,-1.966655972,-2.590177411,-0.023096246,-1.587553788,-2.532401411,-2.884783216,-2.216100604,-2.243243045,-1.961035479,-3.735333425,-3.312932386,-1.176770707,-2.491745833,-1.121924168,-3.229064055,-1.772085693,-2.170124079,-2.002000717,-1.261223507,-2.028037514,-1.045862777,-1.779008618,-2.799358803
0.76820161,-1.594405469,-0.436572542,-1.639695699,-0.058946855,-2.123218457,-1.681471965,-1.498540728,-1.109803374,-0.668971422,-1.127451127,-0.72188117,-1.299774504,-0.228707385,-0.964860671,-0.934791756,-1.083721893,-0.359200392,-1.33273775,-0.427422147,-0.48568351,-4.161303364,-0.833077785,-2.565553874,-2.979836986,-0.832624244,-0.787136889,-0.916112829,-1.101156417,-2.667810312
-0.88964763,-2.479454735,-0.503615605,-1.910049305,-0.441209137,-2.878725525,-1.692964359,-1.217402046,-2.662041996,-0.57530437,-0.95665258,-2.231324486,-1.004476,-2.860348387,-2.40235935,-1.874871055,-3.502591226,-3.664856013,-1.489484355,-2.711657249,-1.972956615,-1.923605171,-0.930559016,-3.191254551,-2.569537241,-0.526704349,-1.152193383,-1.015925063,-2.830109359,-0.630863295
-4.862973474,-2.507239784,-1.881126502,-1.130543463,-0.130649707,-1.263186928,-0.719934817,-0.445418835,-0.510696865,-0.993581178,-3.968851817,-2.701693006,-5.361242419,-2.534501478,-2.19927007,-1.834080371,-3.410064106,-2.018901355,-2.083426817,-2.48335833,-1.683729692,-5.413140497,-0.54770834,-2.687233901,-3.456619538,-0.495847343,-1.959636314,-1.944442518,-1.493683487,-1.435145223
-5.608225969,-1.114445159,-0.576549578,-1.075698273,-0.530870368,-0.697946562,-0.736401694,-1.122273615,-0.748806159,-1.851107822,-2.564178281,-2.040707342,-4.105529298,-1.271026142,-1.385508499,-1.590676347,-2.521731672,-1.116627195,-1.402009284,-1.503698252,-0.767253188,-1.947268987,-0.121981635,-0.688202638,-0.713281873,-0.691215466,-1.914442949,-0.624143145,0.843592342,-2.079907829
-2.58029156,-3.130279636,-1.426082651,-2.344031671,-1.084652075,-2.606769645,-2.174371623,-1.879453027,-0.825978578,-0.503780485,-2.665974107,-3.910964571,-2.231856384,-3.057967554,-2.664644768,-2.423891171,-4.326949629,-3.230570817,-1.939344987,-3.119556187,-1.695613554,-3.934768169,-1.296935453,-2.813867029,-2.447978216,-1.079109321,-1.948673898,-1.472236479,-2.332356006,-0.063357107
-6.514624547,-2.213646133,-3.659261808,-2.034356939,-0.827953129,-1.147243829,-1.578187965,-1.009221153,-0.76375521,-1.536378431,-3.964116346,-3.232681611,-5.675800693,-2.828947083,-2.201710966,-2.198116194,-6.176334167,-3.594068265,-2.42368771,-2.479083947,-2.739943048,-5.853684838,-0.351579199,-3.344704908,-4.205177177,-1.734809228,-2.361815435,-2.965818917,-2.936643697,1.209922109
-4.461056768,-1.568816066,-0.092089144,-1.917687214,-0.908732585,-2.707286988,-1.896503699,-1.958130333,-1.061864331,-1.128896996,-1.140226836,-1.795877498,-1.746307121,-1.154929305,-1.824788134,-1.289460446,-2.799031666,-2.306156847,-0.923156411,-1.376631791,-0.077674286,-4.686281292,-1.102025356,-2.113391184,-1.949937594,-1.596688132,-2.483764039,-0.500675441,-0.717383797,-2.443967606
-2.06399928,-0.2875298,0.972725314,0.114603833,-0.506545048,-1.401900246,-0.425791939,-1.198502751,-0.166510939,-0.2011926,-0.407899644,-0.770196577,-1.104687767,0.486165108,0.042217587,-0.316859026,-0.47990547,0.763681377,0.162717861,0.255672579,0.157297055,-1.957385772,-0.578092338,-0.907466297,-0.387654615,-0.594323991,-1.500645476,0.510660787,1.623740439,-4.011780538
5.229540055,-1.27354956,-0.520607626,-0.599851983,-0.743698349,-3.48410179,-1.064033914,-1.927999753,-1.762209776,0.325738141,-0.755347026,-1.448649018,-3.711865062,-1.427330586,-0.744544586,-1.150571015,-2.2808454,-2.690662772,-0.467129526,-1.553746399,-1.789129078,-1.790716603,-0.63719866,-3.314245799,-3.284619634,-1.43660354,-1.303490151,0.113231343,-2.321071243,0.037491309
-7.532732209,-2.649611023,-0.721169429,-2.627999435,-0.794107444,-2.02272232,-1.7861811,-1.803981459,-1.891041424,-2.951276958,-0.891010423,-2.708829387,-2.13563835,-2.473886642,-2.727060533,-1.894153133,-3.624699436,-3.296172434,-1.909397283,-2.596322411,-0.941684904,-4.205098046,-0.936890836,-1.175349263,-2.36900996,-1.473451344,-2.252910837,-1.455720715,-1.544468049,-1.724194834
1.147251859,-4.084630742,-0.977346884,-1.897059216,-0.854799799,-2.164988525,-1.992235983,-1.857524342,-0.697534765,-0.998027651,-1.636330811,-3.247466294,-3.037324343,-1.405413646,-1.075788709,-1.397924273,-3.834917335,-2.462609838,-1.246935158,-1.902364414,-0.816437394,-4.126131239,-0.828999589,-1.758486026,-2.297852901,-1.637442666,-1.992442683,-0.444992554,-0.74071811,-1.16189105
-9.53189422,-2.081183852,-3.966952917,-1.380064057,-1.691153899,-1.690739089,-1.079795855,-1.594849499,-1.788373955,-1.856561621,-3.584575941,-2.440314972,-10.679585419,-3.440345459,-2.452077665,-3.044211241,-7.144895286,-3.188039596,-2.302448011,-2.701801889,-3.845771389,-3.029942336,0.629877789,-2.653371096,-1.463277981,-1.35030505,-3.481551883,-2.533812211,-1.876708729,-1.549531838
-2.181789731,-2.176803556,-1.168782735,-1.182652234,-1.076589042,-2.229005814,-1.093198154,-1.501687635,-1.66371808,-1.593722213,-1.286911156,-2.500861446,-3.836268711,-1.732118049,-1.521648401,-1.329291041,-2.899578959,-2.028415757,-1.793936251,-1.867500381,-1.339310645,-1.884546942,-0.130935256,-1.377053208,-1.759789119,-1.946884167,-1.927079104,-0.339979604,-1.338518922,-2.021757885
-12.336137519,-4.457690078,-2.741704752,-3.448435769,-1.50947698,-2.213408074,-2.517986465,-1.873249917,-3.293666801,-3.042778571,-2.877558351,-4.726219315,-5.669642667,-4.534880548,-3.949195824,-2.863994994,-5.669200834,-5.725048498,-3.432688061,-4.341613644,-2.83684527,-5.372093682,-0.356194357,-1.841856999,-3.011345351,-2.168396778,-3.721676737,-2.843391672,-2.738019319,0.792446582
-8.321085719,-2.607591649,-2.266258688,-2.398566902,-3.19843266,-4.216397559,-2.771833893,-3.888777445,-2.053799268,-1.82406377,-1.602908338,-3.632520642,-4.996960076,-3.743893941,-2.851960972,-2.696971494,-2.962820157,-3.238338461,-2.382063981,-3.550324698,-1.080688868,-5.350222237,-0.107810934,-1.41680533,-2.032929858,-2.659881227,-2.306909681,-0.749497892,-0.768361176,-0.949539866
0.551374645,-2.625706259,-0.517610417,-0.672262386,0.200590781,0.589411485,-0.635057883,-0.13961357,0.051238053,-1.453525832,-4.003517721,-2.818596897,-6.507449872,-2.458617656,-2.581854177,-1.469928241,-1.136268219,-2.988212257,-1.578866883,-2.68779762,-1.940453823,-4.466861038,-1.664650241,-3.988019209,-5.717942208,-4.304882492,-0.894886571,-1.687840366,-2.169858875,-4.386988677
0.598185325,-4.779311029,0.182462466,0.361934937,-0.520997801,-0.438549824,-0.008120402,-0.646466697,0.160958827,-0.666940088,-2.475923982,-0.776210011,-5.028463525,-0.15699607,-0.975291761,-0.130087181,-0.702980381,0.757410467,-0.836749162,-0.370633594,-0.69793091,-2.784451875,-0.952662069,-3.031770478,-3.106658595,-1.430301699,-1.147024289,0.02624589,0.568290461,-5.40242398
-1.52509814,-3.373395994,-0.675251307,-0.706290265,-1.381592596,-3.333341439,-1.102049483,-1.940666602,-1.675099642,0.167792265,-2.257590585,-2.247625376,-3.606992219,-2.507940994,-1.78778327,-1.657743555,-3.201944671,-2.741980479,-1.29427977,-2.32722426,-1.649454597,-1.815561891,-0.752482938,-1.594609211,-0.321944339,-0.845555344,-1.81751085,0.600171555,-0.551381284,-0.484185371
-6.012926552,-1.755234802,-3.072742487,-0.874505822,-2.587269353,-4.174853069,-1.143307873,-2.99521297,-1.936781928,-1.027991484,-1.463196123,-2.279429187,-7.715471517,-2.595376569,-2.233450975,-1.978762588,-6.559534262,-2.988981282,-2.36125489,-2.067434205,-2.571785311,-0.145295536,0.038714678,-2.222071058,-0.722669521,-2.126022238,-3.336458644,-0.654679816,-1.314321251,-1.871274019
-7.53555229,-2.624852495,-2.550338254,-2.03006661,-2.538136821,-4.628184616,-2.188129933,-3.32821878,-3.503836777,-1.603642817,-1.294313392,-2.031873711,-5.526161469,-2.987205205,-3.000813138,-2.432978287,-2.761025651,-3.708764477,-2.129847046,-2.780223139,-2.022643091,-3.707030954,-0.549426697,-2.840779377,-3.491161712,-0.825171495,-2.589332241,-1.155608015,-2.162473551,-0.178812978
1.239843176,-4.795840077,-2.074929284,-1.248873085,-1.012634284,-1.243056568,-1.662719572,-1.46555906,-0.643514681,0.061777103,-2.781932607,-2.412217885,-4.423117219,-2.314499877,-1.653099509,-2.00997094,-0.716717479,-2.695974346,-0.884880759,-2.054615214,-0.924653314,-4.068200445,-0.468908984,0.298319822,-0.928069936,-0.277884951,-2.247285341,-0.637452835,0.159715987,-1.66598306
-8.65310637,-3.154771602,-1.734981751,-3.201297279,-2.114786532,-3.712939381,-2.739149416,-2.510773532,-3.095163658,-2.069566671,-1.84748474,-3.694797179,-6.315183602,-3.921847091,-3.620501389,-2.925341909,-2.430231182,-5.120189277,-2.710489082,-3.930024229,-1.751087301,-4.656319292,-1.093358469,-1.891812236,-2.516321773,-0.832323981,-2.607907477,-1.534077564,-2.619539263,-0.464378134
-3.959326923,-5.023937939,-1.607851119,0.821697214,-2.8530012,-1.236470515,0.226911972,-2.097065154,-2.749547388,-0.999977348,-2.810418089,-0.445589584,-12.2094611,-0.922225281,-0.795323911,-0.557838544,-2.323363704,1.285110104,-1.353429688,-0.438840148,-3.398122827,-1.100420917,0.614782168,-0.944218822,-0.931904151,-3.553560965,-1.929696599,-0.76092513,-0.345773585,-2.84716798
-10.648290885,-5.872089081,-2.071091204,-3.403569619,-3.945149884,-3.853453614,-3.217990498,-2.696068657,-3.045765618,-2.325697584,-2.853179395,-4.949499523,-9.033137465,-6.074941089,-5.0357805,-3.487335928,-1.943198648,-6.769124433,-4.885185512,-5.833473859,-2.483066827,-4.54478694,-1.123694977,0.110259147,-0.357657316,-1.852408382,-2.57644529,-0.597779298,-2.851512812,-1.182318664
-2.90855847,-1.004311988,-0.379501625,0.341945215,0.090456675,1.03271602,0.282371045,-0.170826963,-1.461098591,-1.547202755,-1.996793035,-0.403233184,-9.263005981,-0.303035136,-0.879894186,-0.62411938,-0.269765179,-0.926322617,-1.220023006,-0.689698922,-1.483662829,-2.294380552,-1.276053839,1.936993921,-0.277391047,-5.527638739,-0.527093581,-2.145662521,-4.465538969,-6.410292164
